Id,Sentiment,Text
1400,positive,mau dong pinjem catetannya aku pemales wkwk
1401,neutral,hee follbck en aku tahhh mellas lohh
1402,negative,kepada para suami aku nasihatkan jangan forward gambar ni kepada isteri aku baru forward tadi 
1403,neutral,pernah dicritain sama guide aku ada anak cowo kencing sembarangan pas pulang dri bali bijinya bengkak sebel 
1404,neutral,barusan liat tulisan di belakang truk rela injek kopling demi kamu bisa shopping 
1405,negative,20thn aku pengen nikah umur 23 sm orang yang gini gini gini 23thn blm ada yg nglamar 24thn si 
1406,neutral,lagi aku sapot haaaa
1407,neutral,michel gabriel liburan kemaren ke mana gabriel gak ke mana mana cuma ke hongkong bentaran kamu 
1408,negative,btw kemaren cuco abis ke jkt tapi aku kehabisa tiket huhu 
1409,neutral,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
1410,neutral,kemungkinan besar aku bawak buku ke sini tapi waswas lagi lah kobekfest 
1411,neutral,iyaaa aku beberes kamar trus aku bikin daftar ternyata banyak yang musti dilakuin wkwk udah sampe rumah ya bek 
1412,positive,jangan pernah tinggalin seseorang yang kamu butuhkan demi orang lain yang kamu inginkan 
1413,positive,aku ingin ngecat kamar warna tango bubble gum 
1414,neutral,kalau bab haiwan ni aku memang sensitif sangat apa salah kucing tu kau masukkan dalam dryer sampai mati kau seksa dia bo 
1415,neutral,bila cg intai kertas exam masa kau buat 
1416,neutral,adoh aku nang kampus mlebu jam 1 tp meh bali tanggung 
1417,neutral,koe do ndelok the nun aku tak cak nun 
1418,negative,kalau kamu belum selesai dengan amanah kecil kamu ga akan dipercaya dapet amanah yang lebih besar nurist 
1419,neutral,izinkan aku mengupload ini 
1420,positive,aku ni jenis dahulukan orang yang aku sayang bahagia dulu lepastu baru aku membawa diri 
1421,positive,ho oh wkwk kok bisa itu lho tingkahnyaaaa heran aku wkwk lumayan kan nyes ilang dikit capekmu kelar kerja haha 
1422,negative,makin loner aku bila tengok benda ni 
1423,negative,jangan berharap nanti kamu jadi kecoa loh eh kecewa maksudnya 
1424,neutral,aku mari berhasil menjebak greni peng pisan tapi kali kedua gak mempan sirahku malah dipecahno
1425,neutral,bile kau tanya member kau makan ape sampai jadi kelakar macam nie kau tengok lah perangai dia bunuh jela aku kalau 
1426,negative,jangan terlalu bergantung pada orang lain karna bayanganmu sendiri saja dapat meninggalkanmu saat kamu ada di kegelapan
1427,neutral,2malam tak tido badan tak rehat nasib baik esok cuti balik keje aku nk tdo
1428,positive,pm setuju kamu sibuk sebab apa anwar ibrahim 
1429,negative,hari ini hatiku hancur lebur dek kerana sikap anak aku sendiri anak kantoi menyamun di dobi layan diri ibu l 
1430,positive,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah 
1431,negative,keknya aku ga bisa ikut level up ya album aja ga onok
1432,neutral,enjoythebeat from izinkan aku wib waktu indonesia banget with beater raisadinata harder 
1433,negative,jikalau hidup kamu ditimpa berkali kali ujian jangan salahkan takdir tapi cuba check balik ada tak kamu memperdayakan hidu 
1434,neutral,kak ari beli dulu ntar kalo bagus bilang aku wkwkwk
1435,positive,aku emang suka maksa orang 
1436,neutral,knapa pipi aku hm kembungin pipi waktu di cubit dimana aja asal ga ada yg liat 
1437,neutral,yee confirm yee yg dlm tu bukan aku tapi aku ada masa recording tu biasa lah loya2 mana boleh nk nyan 
1438,positive,bebe rexha ni contoh perempuan yg chubby tapi lawa body goals tak perlu bersusah paysh diet sbb bagi aku semua perempuan n 
1439,negative,wah jauh ini aku barat sungai jembatan lamanya lagi diperbaiki jadi harus muter
1440,negative,demi apa emg gimana ceritanya tp kamu ga dikata2in kan 
1441,neutral,salah satunya itu yang lainnya ada banyak kebiasaan kebiasaan kecil kamu kamu ga sadar tapi aku sadar 
1442,negative,pasya claim yang aku tok makan apa apa still kurus keding babi juak eh aku lom pernah rasanya post gamba ku gemok 
1443,neutral,insecure sangat dengan girls yang kulit licin selicin permukaan kaca ni aku mampu kaca retak je hsuwduhfjsnfbei i hate bre 
1444,positive,boleh ga aku mampir ke warungnya 
1445,negative,sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still 
1446,negative,mas kamu ganteng tapi ngetik email jadi imel mending kamu balik aja ke jaman kompeni bantu voc dagang rempah rempah
1447,neutral,aku pikir baik kau je haih
1448,negative,depan family dia boleh lah berlakon acah suci smpai family pun suka sgt kat dia tapi belakang family tuhan je tahu 
1449,neutral,pengalaman saya pergi mahkamah syariah adalah mendengar nasihat dari tuan hakim mengenai masalah rumah 
1450,negative,wah sama nder kmrn2 aku gt di kelingking kaki itu tuh parah bgt sampe ngelupas berdarah pdhl gapernah gitu 
1451,positive,ngakak aku wkwkwkw
1452,positive,lagu insomnia nya skz itu bukan tittle track ya kok aku malah ketagihan lagu itu hehe
1453,positive,aku kagum pada thor anak tuhan tapi idup serba sederhana cuma ada tukul tak yah keta hrga juta2 
1454,neutral,pastu aku jumpa 1 thread ni pasal alaisyah brader tu cuma pakai pencuci je tp muka da flawless aku pun cuba la mem 
1455,positive,sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau 
1456,neutral,abg sado ajak teman malam ni lunyai la aku 
1457,negative,aku nak beli memang tak sesuai ah aku tak suka kucing 
1458,neutral,giveaway top up dana tix id untuk 2 orang masing masing 50 000 cukup aja tweet ini nanti aku undi lewat tweetdr 
1459,positive,semarang kota di mana aku dgnnya bertemu meskipun tdk langsung bersatu tapi mampu melewati waktu hingga akhirnya bertemu 
1460,neutral,hari ini konser kisah klasikheila on 7 akan hadir menemani jumat malam kamuiapa yang akan kamu ajak bernostalgia bersama 
1461,negative,aku dan kisah miskinku 
1462,neutral,please ada yg sekolah nya di sma rimba madya atau ada yg alamatnya di sini tolong ya please banget nanti aku 
1463,negative,kamu kok gitu sama aq 
1464,negative,uhh favorit gue tuh menyuruh orang untuk bahagia buat nglupain kita kok malah sedih ya aku
1465,neutral,deva whisper aku lagu idol sblum exam nak jwb maths terus lost
1466,negative,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1467,neutral,biar english aku teruk ke apa aku nak koyak jap
1468,neutral,tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji
1469,positive,idm chim kamu gkpp kan duh maafkan aku terlena sama pesonamu nyatanya mata kamu lagi sakit 
1470,positive,mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
1471,neutral,untuk sticker bookmark aku beli disini banyak varian lain yang lucu lucuu 
1472,negative,haa dengkurrrr lembap nya sel sel otak aku ni berhubung astaghfirullahalazim
1473,negative,dua hal yang tak terbatas alam semesta dan kebodohan manusia dan aku tidak yakin tentang alam semesta 
1474,positive,hahahahahah aku tahu muka aku jambu 
1475,negative,sorry 
1476,negative,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1477,neutral,petang tadi dok lepak2 pantai lepas tu perasan ada dua awek dok tonggeng2o aku decide utk datang dekat depa tanya buat a 
1478,positive,entahlah kenape aku bole mention ulat bulu ni hahaahhha
1479,negative,aku nak pulang barang kau je tu pun susah gila nak balas ws ke perangai macam apa la
1480,negative,tiap pacaran harga diri aku turun turunin tuh 
1481,negative,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga 
1482,positive,alhamdulilah welcomeeeeeeeeeee kasus ta ku terharu aku tuuu 
1483,negative,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
1484,negative,c aku paling sikit ' 
1485,neutral,api jom buat projek aku ada beberapa port utk dana
1486,negative,kamu bebas mencibir menjelek2kan pemerintah sampai kamu nungging2 muntah2 giliran pemerintah memberi hak rakyat untu 
1487,positive,huehuehuee mau rusakin ahh
1488,neutral,tim pencari bohir 
1489,negative,ha ah aku selalu mati awal dalam squad aku kakakakaka ternyata aku lemah 
1490,negative,ya allah serba salah aku ini 
1491,neutral,hahahhahaa amin amin tp time tu aku da busy dkt hosp pekerja2 je yg majukan 
1492,neutral,someone tolong kutip dia aku tak larat dah nak simpan member bodo cmni 
1493,positive,bikin instastory cuma biar kamu reply terus ngobrol hehe 
1494,positive,apakah penting pandangan manusia jika allah yang kamu percaya gitteww 
1495,negative,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
1496,neutral,mau pasang bot ifttt tapi gatau caranyaini deh aku pasangin gratis kok gak bayar t lelang acc
1497,negative,smlm aku menangis teruk kerana mimpikan mereka yg mengutuk menghina mengeji mengkhianati dan kejam terhadap aku direjam dlm 
1498,negative,jika kamu pikir flirting adalah hal biasa selama ini kamu salah flirting dapat menjadi sumber masalah jika pemaka 
1499,negative,tak faham la dengan orang yang tak suka aku tapi still nak tau pasal aku 
1500,neutral,na akuedang mencintaimu by best part by on r12kbfm
1501,negative,kamu aja la ew
1502,negative,semua nak boyfriend aku nak straight as je weh me crushing on good grades is hurtful
1503,positive,seger bgt yus aku tongkrongin sampe makan siang hahaha
1504,neutral,banyak tindakan yang bisa saja mengarah pada kepada flirting contohnya kamu liatin lawan jenis sambil bilang kam 
1505,negative,aku ingin kembali berada diantara ruang rusukmu yang rapat di aliran darahmu yang pekat engkau rumah 
1506,negative,aaa bgt gaberenti2 ngomong kapan ya bisa seseru itu lagi huu kecuali gelut ya aku jd korban terus
1507,neutral,following dan followers selisih 1170 nanti aku dikira php yang mau difollback ya 2019gantipresiden 2019pra 
1508,negative,kadang ketampanan dan kecantikan yang ada di sosial media belum tentu sama aslinya saat ketemu masa kamu mengabaik 
1509,neutral,acececcece nak cover baki account tapi nak kena bagi followers nampak sikit 
1510,neutral,menu makan siang mimin hari ini adalah nasi plus ayam penyet makan dengan yang pedes2 apalagi pake sambel ijo m 
1511,neutral,aku jadi cashier cust tengok je aku ambil duit tetiba aku tak thu nak ambik duit yg mana baki rm16 je punnn 
1512,neutral,ada kata2 yg kamu mute mungkin jadinya ga kebaca sama kamu kemaren aku begini soalnya
1513,negative,di masjid bahas bahaya narkoba setika itu aku langsung 
1514,negative,aku rasa sangat berdosa bila seronok sebab hujan lebat tengahari jumaat ni
1515,negative,kesalahanku ngeklik mv ost 100 days my prince yg dinyanyiin mbak gummy abisan ga tahan yaa kalo udah ada nama gum 
1516,positive,oke sok atuh lah lakukan kalo emang oke menurut kamu 
1517,negative,manada bohong emang kamu aja yg tua 
1518,positive,dari nyaman timbul simpatik pendengar yang membuatnya ingin jadi penyelamat hidup kamu lanjut kesentuhan yg niat 
1519,negative,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
1520,negative,teruk sangat ke aku ni dengan pekerja mcd pun kena reject 
1521,negative,bila diam je terus kena label kita ni sombongebenarnya aku tak sombong pun just malu and at the same time aku jaga adab juga 
1522,negative,lol kalau kau nak aku respect kau make sure do the same
1523,neutral,aku punya solusi gmn kalau kyk gini recehkantwitter recehkantwiter 2019gantipolapikir 
1524,neutral,setahu aku la kan buah pinggang org lain lagi better kot
1525,neutral,aku rasa nak uninstall app ni la app apa weh ' appreciate asal lak aku penat bila hargai org lain org tak hargai aku balik 
1526,neutral,eh kamu kok aku baru sadar ya 3
1527,negative,ya ampun ku harap bisa ganti dan aku mau gantiii
1528,positive,kemarin ada ngirim thread aku ke aeribase terima kasih untuk sendernya karena aku jd tahu pemikiran orang orang m 
1529,neutral,kalaulah aku jumpa life hack ganti minyak motor ni dulu genius budak budak sekarang ni 
1530,neutral,15 kalo sama mamah iya aku like hehe 3 16 uhm maybe hehehe
1531,negative,aku yang kurang atau kamu yang tidak pernah cukup dengan satu aku 
1532,negative,aku akan menunjukkan bahwa memilih bertarung dengan fairy tail adalah sebuah kesalahan natsu dragneel fairytail
1533,neutral,aku ada photobook 180k masih bisa didiskusikan ayo dm aja
1534,neutral,umobile ada certain kawasan laju nak mampus aku prefer umobile sbb unlimited data sebulan makan tak habis dari t 
1535,neutral,apapun yang terjadi komunikasikan dengan pasangan tentang apa yang kamu rasakan jika pasangan nggak juga membantu 
1536,negative,kalian semua jangan bergerak angin yg bertiup d kampung ini hitem warnanyaaa 
1537,neutral,buat yg menuduh ada umat islam benci kalimat tauhid ini ulama besar indonesia lho ya 
1538,neutral,balada anak baru jadi bahan obrolan oleh seniornya dulu aku digituin juga ngga yaaa ' 
1539,negative,aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii 
1540,positive,okay yg ni aku nak gelak hahahahahaahhaa
1541,neutral,aku mau dihapus mentang mentang item mau di tipe x
1542,neutral,dieminar relationship blueprint kamu dan pasangan akan belajar kerja sama membangun kesepakatan dan kompromi hub 
1543,neutral,giveaway alert karena banyak hal yang buat akueneng dr kemarin salah satunya ini aku mau ga pulsa 50rb buat 1 
1544,neutral,aku tengok malay men mostly lepas kahwin boroi je pastu cah cah ciannn
1545,positive,sebab aku yakin pada apa apa yang allah tetapkan dan ridhoi 
1546,negative,shalat jumat berkali2 kok aku masih jelek ya 
1547,positive,asal ikut aku pula haha
1548,negative,wow ni teruk sangat ni tapi aku rasa lagi sakit kalau kacang lupakan kulit haa gituu
1549,negative,ga ada 
1550,neutral,giveaway dalam rangka overall ku sampai dengan selamat dan tidak mengecewakan aku mau giveaway pulsa 5k cuma retweet aj 
1551,neutral,cucu cucu lain dia puji dia tanya dia ingat bila family aku dia cakap dosa itu ini semua dosa pastu cerita masa 
1552,negative,rlt lahkrg udh ada ginian ya allah ini ygelalu akuebut dalam doa dari dulu ketika 2 temanku asik nonton oppa tapi a 
1553,neutral,aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar 
1554,negative,misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya 
1555,neutral,kalau on kena plan ni aku ni diambil kat uia ke kena kutip kat memana ke haa gitu
1556,positive,haha saja tnya kot la hampa ada mai jalan belah sini boleh aku join bosan gak tkbalik haha
1557,negative,mas ini malam jumat loh yakin kamu gak mau kesini 
1558,neutral,tadi aku bilang ke bahwa passion itu bisa dicari tanpa kamu sadari atau tidak jika itu bukan bidangmu fok 
1559,negative,aku fast lena do bukan fast learner
1560,positive,hai kak kami memahami kendala yang kamu alami yailahkan informasikan detail kendala kamu terkaithop 
1561,positive,adoi tak shaking ke gambar hahahaha
1562,negative,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
1563,neutral,biarin kamu pulang gih sama junedi
1564,negative,ya tuhan semoga aku dijauhkan dari manusia yang tak setia dan suka curang amin 
1565,negative,kmk amelia prob kau mmg aku takleh settle soalan mcm bangsat
1566,neutral,tp aku suka save nmor klo abis chatan takut nya ada perlu gak susah nyari lg wkwk
1567,negative,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman 
1568,neutral,dlu aku beli 75k
1569,positive,duh jadi pingin seblak tanggung jawab dong gegara kamu noh jadi pingin seblak ceker es buah ayam geprek hmm
1570,positive,tapi aku yakin mereka satu sama lain tuh temen banget semuanya juga berbakat dan saling dukung
1571,positive,makasih udah bikin aku ketawa di kelas hehe
1572,positive,iya deh kamu kan mommy yang sempurna 
1573,neutral,minn minnn minn kenapa kau mention aku sekali 
1574,negative,entah kenapa aku selalu mengingat pada hari jum'at sampai aku lupa dengan dirimu sekarang mungkin hampir saja aku 
1575,positive,isu aku bg betik dekat satu taman hari tu smpai skunk org ingat hahahaha nasib baik fyp pakai betik kalau x smpa 
1576,negative,aku punya tahap confident lvl tu en sampai tahap nak tulis benda simple in english pun aku google translate dulu nampak 
1577,neutral,aku dpt mmg aku bakar sial kote kau 
1578,positive,aku cinta sekali lipcream emina 
1579,neutral,bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je 
1580,negative,berani karena dia ga main twitter aku kangen kaksur 
1581,negative,ga mau jawab ah ngebayangin aja aku baper
1582,neutral,iya nih buruan aku tungguin 
1583,neutral,nak date nak gambar nak jumpa nak cakap rindu nak puji nak ajak lunch nak wayang sama sama nak selfie nak tanya nak kenal l 
1584,negative,bisa dijelasin ini parfum siapa di kamar kos kamu baunya cewek banget tadi aku nemu disamping kasur ayok jelasin h 
1585,negative,nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah 
1586,positive,rlt ini di mall aku nemu ginian ngakak bgt 
1587,neutral,sesama
1588,neutral,annyeong aku kembali lohhhh ada yg kangen aku ga ada kaaaaan 
1589,neutral,sebenarnya kalau korang kenal aku in real life mesti kau seronok kawan dengan aku aku sebenarnya ok je lawak pun ya 
1590,negative,tadi pamitnya tidur tapi aku cek ig di dm kamu kok ada ijo ijonya ya 
1591,neutral,cari cable ni haa membe aku pakai cable kecik tu sampai patah hanat
1592,neutral,giveaway karena hari ini umur aku bertambah jadi aku ingin berbagi rules aja dan ucapkan saya wish dan screenshoo 
1593,negative,ishhh sengaja nak buat aku terpengaruh haihh apa tajuk lagunya 
1594,neutral,aku daniell nderr
1595,negative,cerita takut kucing minah tu sebiji aku tp kalau kucing tu tetibe melompat manjat tu aku rasa satu taman molek dengar aku menjerit 
1596,negative,aku mintak maafebab aku dah penat nak menjaga hati orang yang sikit pun tak menjaga hati aku balik 
1597,positive,yaah kirain masih kerja sama keluarga kamu sampe sekarang yawdah semoga mbaknya sehat selalu dan 
1598,neutral,tapi kamu yang diem2 aja lt 
1599,negative,aku nggak pernah baik baik saja kalau lagi kangen sama kamu 
1600,negative,sebab mak aku pesan tak salah dan tak rugi pun kalau kita layan baik kat orang yang dah sakitkan hati kita
1601,negative,sedihnya rasa kadang kadang bila doa yg aku doa termakbul walaupun aku bukan hambanya yg terbaik allah tau apa yg kita pe 
1602,neutral,aku nya genduuutt 
1603,neutral,ni makcik tak habis habis nak carik pasal apa la dosa kat aku kat dia 
1604,neutral,mlm jumat mas siapa yg mau temenin aku retweet ya 
1605,neutral,yg air ketuban tu takut aku tgk 
1606,negative,ini hati bukan mainan kamu pikir hatiku ini terbuat dari susu real good yang bisa dinyot nyot dikenyot seenaknya 
1607,negative,agak2 la kalau macamni dulu kalau kat asrama pun kalau ada orang selit2 sampah makanan kat celah katil pun aku r 
1608,neutral,nantikan spin off tentang aku danumiyati pasangan yang selalu tak tahu nak makan apa so kita kena one two jus 
1609,neutral,erm macam tautau je apa yang aku perlukan sekarang 
1610,neutral,cerita aku lebih kurang mcm ni tp lain sikit ex aku yg kenalkan aku dekat family dia siap kenalkan dkt makcik p 
1611,negative,sori aku belum minat jual nyawa ke setan di sini juga setan tapi aku masih bisa pegang tanduknya 
1612,negative,kok enak banget aku yg tanggung kamu tinggal jawab aja 
1613,neutral,dah jadi degree life ni satu nak minta first step tukar nickname ws kau takyah letak nama aku si mujahidah ke pinky 
1614,negative,kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang 
1615,positive,enjoy your friday baby 
1616,neutral,idm army aku gabut ayo mutualan sama aku aja ya autofollback tapi hehe 
1617,positive,bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
1618,negative,dalam instagram facebok twitter cantik depan depan takde la cantik mana bagitahu akuekarangiapa je yang nak upl 
1619,neutral,em aku syak mimpi malam tadi sebab aku tak dapat pergi konvo die dngn abg aku lah tu kot sampai terbawak mimpi s 
1620,negative,terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
1621,neutral,korean honey butter fried chicken maaf gak pake foto huhuhu aku lupa foto pas makan 
1622,positive,sampai saat ini kamu adalah orang yang setiap hari aku ceritakan dan aku banggakan didepan teman temanku 
1623,negative,wehhhhh allahu sakitnyaaaaa 
1624,positive,aku jugaetuju ini veronica my baby udah gitu tiap interview pun dia aslinya super g 
1625,neutral,aku diabetes
1626,neutral,5 ciri nyeleneh orang ber iq tinggi kamualahatunya gayajitu
1627,negative,masa kecik kecik dulu aku tak ikut mak aku masuk dalam sebab fikir macam ni laaa 
1628,negative,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan 
1629,positive,cinta itu bukan sekedar logika saling bersama tapi cinta lebih kepada menjiwai bersatunya kamu dan aku dalam indahnya semesta 
1630,neutral,haloo redil chu here tunggu ya mbakis aku beli novel lengkapnya doloe
1631,positive,ini kereeen jokowilagi
1632,neutral,bu aku mau punya ade lagi tp jangan yg bisa jalan pagi ini dikamar mandi sebelom berangkat sekolah malkatun 3 tahun leb 
1633,negative,aku klu mati beranak mati syahid aku kau kalau mati sekarang matilah kau sbg pencinta suami org penganggu hidup org 
1634,negative,demi turun ngambil ini aku kepleset ditangga 
1635,neutral,penglingsir yg sliweran disana nah aku msuk 
1636,positive,ya ya ya dan aku tahu sekarang 
1637,neutral,kesian tengok umobile users bersabar lah aku takmau bukak cerita pasal telco dorang pandai2 lah korang ye 
1638,positive,aku mau ikutan lagi 
1639,neutral,okaaayyy danee kamu jangan lupa lunch ya 
1640,positive,aku kat sini mencarut carut sieyy hahahahahahahhhahaha
1641,neutral,adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better 
1642,neutral,bilang aamiin makasih kalo aku anti kamu lebih cantik club 
1643,neutral,sape rt aku lukis dp dia 
1644,neutral,ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest 
1645,negative,ini mama bbl lama siak member dia smpai ada yg tidur aku tk paham dia nya bahasa tapi suspect topic boring 
1646,negative,kk cecil makan richeese level pedesnya satu saus kejunya gamau dimakan semoga setiap dia beli richeese ngajak aku 
1647,neutral,kalo toge seribu perak dapetnya segambreng tuh emak cebong sambil ngutil kali sist belanjanya 
1648,negative,babang bikin gagal fokus ahhh link download blued apk android ios buka 
1649,neutral,kan aku gatau biasanya tiap rumah punya stok beras jd gue pikir lu tinggal masak buat makan hshsh
1650,positive,sok hebat aku cinta bahasa indonesia 
1651,neutral,aku dah tahu dah kenapa kau rt anat 
1652,neutral,bro followan yuk ama aku ava ku sungwoon auto follback ya hehe
1653,neutral,tadi aku ad dua bangladesh customerorg tu tengkuk terkehel mc sebulan yg sorg tu putus dua jari sbb kaca jatuh 
1654,positive,tak peduli apa yang telah hilang dalam hidupmu selama kamu masih mampu bersyukur pada tuhan kamu tak kehilangan apapun 
1655,positive,wkwk aku yo sok ngono btw 
1656,neutral,jadi dalam rangka ulang tahunnya namjoon aku mau ga album ly tear ada yg mau gak ya kira2 rulesnya follow set 
1657,negative,halo aku bs dm ga aku jg di di maki2 kek kampang aja ni orang kurang ajar udah aku laporin dia ke pih 
1658,negative,mung selalu fikir negative buat apa weh aku bukan jenis macam tu setan
1659,positive,chemotherapy gdp cycle 2 day 1 orang lain sibuk daftar sem aku sibuk daftar wad doakan yg baik baik https 
1660,negative,gilak tadi malam aku mimpiin super junior kenapa ngga mimpiin blackpink atau momoland aja sih 
1661,positive,kalau duduk sini tempat die terhad tapi kalau duduk sane kamu kene duduk bersila hanya budak sekolah aku je faham hahahah
1662,neutral,aku minhyun nder
1663,negative,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl 
1664,neutral,krt ikonic mutualan yuu yg ga masalah aku mulfan hehe
1665,negative,perempuan ni makin hari makin bangang sangat kenapa
1666,neutral,wiroableng film yang diproduseri ini ga cuma tayang di indonesia tapi di beberapa negara 
1667,neutral,weh sumpah aku tkleh move on dengar suara housemate aku 
1668,positive,kata temen2ku pas sma ntar kamu kuliah ambil sastra indonesia aja cocok loh 
1669,neutral,mana ada semalam aku muncul sangat kat media sosial member member bagi ws bagi dm aku balas satu satu jetory i 
1670,negative,ikan sapu sapu ikan mas kamu cepu aku tindas 
1671,negative,bagaimana kamu bisa meyakinkan kami bahwa kita sama2 mencintai nkri mencintai presiden nkri yg sah saja kamu tidak mamp 
1672,neutral,her miss kan taman safari jauh yo di pasuruan aku males nganterno andrew kesana kalo taman safarinya tak undang ke ru 
1673,neutral,hmmm dak salah lagi iyo nian kata mutiara dre 'aku bokek gara2 oppa'
1674,negative,aku biasa aja ma manba jd ya biar terserah staff aja anak2 di grup tuh yg hype bgt 
1675,neutral,registerkan utk aku dulu ni serius ni
1676,negative,samaama tapi ini udah berakhir kok aku jg bingung kalo liat kalian sementionan di teel 
1677,neutral,hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
1678,positive,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
1679,neutral,helphare ada yg menang fansign the saem seventeen reply or dm aku ya butuh teman barengan karna aku sendirian thankyouvtinjkt
1680,neutral,lo temen gue yang alay ya
1681,neutral,apa apa pon aku kene hadap kerja esok 
1682,negative,aku tahu lah aku ni cengeng tapi cuba jangan cakap asyik nangis je lain orang lain cara dia luahkan kesedihan mujur aku t 
1683,neutral,jebul aku meneng kono yo meneng 
1684,neutral,tapi macam nais la pulak xr fuh aku dahlaa book 7plus ni hm nak cancelllllllll
1685,neutral,haha bout that aku still tngah fikir 
1686,neutral,boleh hilangkan maruah yang tercalar tak 
1687,negative,kalau rindu aku nak bagitahu ni whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai 
1688,positive,makasih kamu cepet sembuh ya 
1689,neutral,aku nk nasihatkan para wanita yg buat cod tolong hati hati dan harap sgt korang brteman never let urself alone bila cod yes 
1690,neutral,tadi aku lagiibuk bentar 
1691,neutral,mfs folowan rt ja ntar aku folow follback tpi
1692,neutral,antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
1693,negative,aku taktahulah macam mana sakitnya arwah nenek aku dulu boleh lahirkan 15 orang anak nak lahirkan sorang pun dah seksa 
1694,positive,alhamdulillah hidup lgi yg penting hahaha buat masa ni tkdelah tkde rindu lgi kt shah alam tu he 
1695,neutral,laki punya gaduh 7 min je paling lama lepastu isap balut sesama
1696,neutral,kakean berimajinasi aku kih 
1697,positive,ya gimana ya aku juga bingung mau kasih saran nih km jatuh hati karna foto tampannya 
1698,negative,aku buat ape kt kau sampai kau layan aku macam gini
1699,neutral,kalau menurut pendukung partay oposisi sudah pasti di tafsir kampanye iklan ini klu menurut aku menc 
1700,neutral,kpop ada yg mau join ga barang official ga klo yg rep 50 aku drop direp dan janji pda ikut ya 
1701,positive,cintafarahmlda1 aku cinta farah maulida
1702,positive,aku tak faham betul lah terlalu baik 
1703,positive,aku penggemar mie burung dara enaknya nyambung terus
1704,neutral,aku jadi pengen jawabin menfess dia kalo aja dia share di base yg tepat 
1705,neutral,aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm
1706,neutral,giveaway preloved masker emina baru dipake 3x caranya tinggal retweet aja tweet ini dan doain semoga urusanku semuanya la 
1707,neutral,cara medapatkan uang banyak dengan modal 50 kamu sudah bisa dapat ratusan juta hanya di 
1708,negative,ngeremehin aku ya 
1709,positive,wkwkwkwk jan rupane asi teko ati eggg hmmm wkwk
1710,neutral,aku yang masak kau yang panas 
1711,neutral,rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
1712,neutral,atas bergabungnya orang kaya ini di twitter aku mau giveaway pulsa 25k buat satu orang aja bc aku misqueen sm aja kyk klea 
1713,positive,wah pas banget aku abis bikin tiktok baru
