"Id","Sentiment","Text"
208,"neutral","kemajuan teknologi di indonesia makin ke sini makin berkembang ."
209,"neutral","bali punya banyak pulau yang bisa dikunjungi ."
210,"neutral","wortel mengandung vitamin a yang bisa jaga kesehatan mata ."
211,"neutral","jangan lupa minum air mineral 8 -- 10 gelas per hari nya ."
212,"neutral","sekarang lagi musim durian ."
213,"neutral","youngle nya setelah berantem sama penggemar kpop ."
214,"neutral","belakangan ini sudah terjadi dua kali gempa di lombok ."
215,"neutral","kabar tenggelam nya kami sinar bangun di danau toba sudah tidak pernah terdengar lagi ."
216,"neutral","jumlah korban tenggelam nya kami sinar bangun itu kurang lebih 160 - an orang ."
217,"neutral","sudah hampir 350 orang yang meninggal karena gempa di lombok kemarin ."
218,"neutral","tukang bubur naik haji sudah stop produksi ."
219,"neutral","ada satu relawan di lombok yang meninggal dunia ."
220,"neutral","bikin puisi bisa bikin hati yang tadinya banyak masalah jadi lebih tenang ."
221,"neutral","kalau lapar ya baiknya makan ."
222,"neutral","kerja dari pagi sampai pagi lagi itu cuma bakal menyiksa diri sendiri . jadi tidak usah berlebihan kalau soal kerjaan ."
223,"neutral","perempuan yang malang itu sekarang sudah tutup usia ."
224,"neutral","cerita si kancil itu identik dengan kecerdikan seorang kancil menyelesai masalah yang ada di hadapan nya ."
225,"neutral","kalau mau beli obat-obatan datang saja ke kimia farma karena di sana lengkap dan harga terjangkau ."
226,"neutral","buah mangga yang kemarin gue lihat di pohon kayak nya sudah dimakan sama kelelawar ."
227,"neutral","semua perempuan suka dikasih bunga atau puisi sama pacar nya ."
228,"neutral","tidur yang cukup tiap hari nya bisa bikin badan segar ."
229,"neutral","baiknya orang yang dikasih kekuasaan di indonesia itu adalah orang yang paling tahu apa yang dibutuhkan sama rakyat ."
230,"neutral","sandiaga uno salah satu orang terkaya di indonesia ."
231,"neutral","di bandung banyak tempat yang bisa didatangkan buat wisata sama keluarga yang tempat nya bagus-bagus ."
232,"neutral","indonesia punya banyak banget suku yang beragam budaya nya dan itu mencerminkan kalau negara kita sangat kaya ."
233,"neutral","kalau jadi pemimpin itu harus bisa adil ."
234,"neutral","jadi pemimpin di indonesia itu banyak tantangan nya ."
235,"neutral","salah satu tempat yang banyak didatangkan di bogor itu kebun raya bogor ."
236,"neutral","kemarin aku setelah nyobain kopi nya warung kopi nako ."
237,"neutral","kata nya tidur yang baik itu minimal enam jam sehari ."
238,"neutral","indonesia itu ada di benua asia ."
239,"neutral","salah satu kegemaran anak remaja indonesia sekarang adalah mendengar kpop ."
240,"neutral","melihat warna hijau bisa bikin mata jadi lebih santai ."
241,"neutral","bondan winarno yang suka bilang maknyus sekarang sudah tiada ."
